0.070313,0.011719,0.015625,0.0039063,0.10547
0.14453,0.1875,0.23438,0.16797,0.16016
0.59375,0.51172,0.58984,0.46094,0.47656
0.68359,0.66797,0.73047,0.85156,0.74609
0.91797,0.92188,0.97266,0.90234,0.88672
0,0,0,0,0
0.12891,0.23438,0.61719,0.82031,0.98438
0.054688,0.32813,0.60547,0.69141,0.89063
0.078125,0.16016,0.53125,0.75391,0.88281
0.019531,0.18359,0.38672,0.86328,0.9375
0.11719,0.15234,0.47266,0.72656,0.89063
